id                                                                  ,f2                ,prauc               ,precision          ,recall            ,f                 ,rocauc             ,sens              ,spec               ,brier              ,true_positives,false_negatives,false_positives,true_negatives
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample20,0.7336956521739131,0.5904822333771904  ,0.375              ,0.9642857142857143,0.5399999999999999,0.8204774177712322 ,0.9642857142857143,0.38144329896907214,0.22864044376105697,108           ,4              ,180            ,111
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample21,0.7014925373134329,0.6421719234019018  ,0.42342342342342343,0.8392857142857143,0.562874251497006 ,0.8071183953033269 ,0.8392857142857143,0.5616438356164384 ,0.19995696639780408,94            ,18             ,128            ,164
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample22,0.7039187227866474,0.5204237397599937  ,0.4024896265560166 ,0.8660714285714286,0.5495750708215298,0.7703950587084148 ,0.8660714285714286,0.5068493150684932 ,0.22286055480621703,97            ,15             ,144            ,148
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample23,0.7334273624823696,0.5886677629182234  ,0.39846743295019155,0.9285714285714286,0.5576407506702412,0.8176675636007827 ,0.9285714285714286,0.4623287671232877 ,0.21376202758325846,104           ,8              ,157            ,135
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample24,0.7293233082706767,0.6135942526246034  ,0.4470046082949309 ,0.8660714285714286,0.5896656534954408,0.8251284246575342 ,0.8660714285714286,0.589041095890411  ,0.18948121969050316,97            ,15             ,120            ,172
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample25,0.7422969187675069,0.6188030704935472  ,0.39849624060150374,0.9464285714285714,0.5608465608465608,0.8084637964774951 ,0.9464285714285714,0.4520547945205479 ,0.22218510445129228,106           ,6              ,160            ,132
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample26,0.7272727272727272,0.5817233570122131  ,0.4528301886792453 ,0.8571428571428571,0.5925925925925926,0.7924412915851272 ,0.8571428571428571,0.6027397260273972 ,0.19917711423118234,96            ,16             ,116            ,176
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample27,0.7163323782234957,0.6680481517571949  ,0.4                ,0.8928571428571429,0.5524861878453039,0.8211227984344422 ,0.8928571428571429,0.4863013698630137 ,0.2067822923960599 ,100           ,12             ,150            ,142
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample28,0.7383040935672516,0.5960035128663093  ,0.4279661016949153 ,0.9017857142857143,0.5804597701149425,0.81737707925636   ,0.9017857142857143,0.5376712328767124 ,0.1995081245170882 ,101           ,11             ,135            ,157
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample29,0.6962962962962963,0.5556210205460873  ,0.41409691629955947,0.8392857142857143,0.5545722713864306,0.8054366438356164 ,0.8392857142857143,0.5445205479452054 ,0.20117230667828614,94            ,18             ,133            ,159
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample30,0.7541899441340781,0.6517202384964352  ,0.40298507462686567,0.9642857142857143,0.5684210526315789,0.8441642120765832 ,0.9642857142857143,0.45017182130584193,0.20865615435175658,108           ,4              ,160            ,131
